question,answer
What is the aircraft damage associated with [AccidentNumber_MIA02LA038]?,Destroyed
What is the third event associated with [AccidentNumber_ATL90LA068]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What are the conditions at the accident site associated with [AccidentNumber_DEN01LA059]?,Visual Conditions
What caused [AccidentNumber_ATL97LA094]?,OBJECT|PLANNING/DECISION|ALTITUDE/CLEARANCE|WEATHERCONDITION
What is the third event associated with [AccidentNumber_ATL84LA002]?,NOSE_GEAR_COLLAPSED
What engine is associated with [Registration_N49SJ]?,2TurboProp
What is the second event associated with [AccidentNumber_NYC87LA216]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What is the aircraft damage associated with [AccidentNumber_DFW05CA177]?,Substantial
What is the Flight Crew associated with [AccidentNumber_FTW87FA184]?,PILOT_IN_COMMAND
What is the Visual Flight Rules approach associated with [AccidentNumber_CHI01LA306]?,FullStop
What was the result of the last inspection for [Registration_N2706D]?,Annual
What is the second event associated with [AccidentNumber_LAX99LA064]?,NOSE_OVER
What caused [AccidentNumber_LAX93LA148]?,BECAMELOST/DISORIENTED|WEATHEREVALUATION|OBJECT|WEATHERCONDITION|VFRFLIGHTINTOIMC
What is the first event associated with [AccidentNumber_ATL92LA171]?,LOSS_OF_ENGINE_POWER(TOTAL)_-_NONMECHANICAL
What is the Flight Crew associated with [AccidentNumber_MIA89LA002]?,PILOT_IN_COMMAND
What is the total injury associated with [AccidentNumber_IAD04LA027]?,1 None
What is the airport associated with [AccidentNumber_ANC01LA039]?,___Unknown___Airport
What is the aircraft issue that caused [AccidentNumber_CHI01LA112]?,___Unknown___AircraftIssue
What caused [AccidentNumber_LAX02LA077]?,FLUIDFUEL|AIRCRAFTPREFLIGHT
What is the second event associated with [AccidentNumber_FTW01LA074]?,FORCED_LANDING
What is the aircraft damage associated with [AccidentNumber_DEN03LA027]?,Destroyed
In which country did [AccidentNumber_FTW04LA001] occur?,TX
What medical certification does [Pilot_DEN01LA059] have?,Class 3 Valid Medical--w/ waivers/lim.
What medical certification does [Pilot_ANC03LA016] have?,Class 2 Valid Medical--w/ waivers/lim.
In which country did [AccidentNumber_DEN01LA047] occur?,NM
What is the landing gear associated with [Registration_N7815Z]?,Tricycle
In which country did [AccidentNumber_DEN05CA001] occur?,NM
What caused [AccidentNumber_FTW03LA002]?,FLARE|DIRECTIONALCONTROL
What are the conditions at the accident site associated with [AccidentNumber_LAX03CA274]?,Visual Conditions
What are the conditions at the accident site associated with [AccidentNumber_ANC03LA009]?,Visual Conditions
What environmental issue caused [AccidentNumber_LAX05GA192]?,___Unknown___EnvironmentalIssue
What environmental issue caused [AccidentNumber_ANC02LA019]?,___Unknown___EnvironmentalIssue
What airworthiness certificate does [Registration_N3838P] have?,Normal
What is the restraint used associated with [Pilot_ATL02FA072]?,"Seatbelt, Shoulder harness"
What is the Federal Aviation Regulation associated with [AccidentNumber_CHI02LA024]?,Part91GeneralAviation-Personal
What is the second event associated with [AccidentNumber_FTW98LA038]?,FORCED_LANDING
What is the aircraft damage associated with [AccidentNumber_IAD02LA080]?,Substantial
What environmental issue caused [AccidentNumber_FTW04LA087]?,___Unknown___EnvironmentalIssue
What is the second event associated with [AccidentNumber_SEA90LA049]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What was the result of the last inspection for [Registration_N7002Z]?,Annual
What is the first event associated with [AccidentNumber_IAD99FA041B]?,MIDAIR_COLLISION
What caused [AccidentNumber_MIA07LA055]?,TERRAINCONDITION|OPERATIONWITHKNOWNDEFICIENCIESINEQUIPMENT
What is the restraint used associated with [Pilot_DEN05LA055]?,"Seatbelt, Shoulder harness"
What is the total injury associated with [AccidentNumber_LAX01FA134]?,2 Fatal
What medical certification does [Pilot_FTW02LA110] have?,Class 3 Valid Medical--w/ waivers/lim.
What caused [AccidentNumber_ATL88LA071]?,FLUIDFUEL|EMERGENCYPROCEDURE|AIRCRAFTPREFLIGHT
What is the first event associated with [AccidentNumber_LAX04LA119]?,HARD_LANDING
What is the engine model associated with [Registration_N3219T]?,___Unknown___EngineModel
What is the second event associated with [AccidentNumber_LAX84LA086]?,FORCED_LANDING
What is the crew injury associated with [AccidentNumber_MIA02LA163]?,1 None
What was the result of the last inspection for [Registration_N1693A]?,Annual
What is the aircraft damage associated with [AccidentNumber_DEN04LA144]?,Substantial
What is the instrument flight rules approach associated with [AccidentNumber_SEA04LA063B]?,___Unknown___InstrumentFlightRulesApproach
What environmental issue caused [AccidentNumber_CHI03FA238A]?,___Unknown___EnvironmentalIssue
What was the result of the last inspection for [Registration_N210HC]?,Annual
What engine is associated with [Registration_N524J]?,1Reciprocating
What is the first event associated with [AccidentNumber_BFO93LA154]?,ON_GROUND/WATER_ENCOUNTER_WITH_TERRAIN/WATER
What is the crew injury associated with [AccidentNumber_LAX02LA035]?,1 None
What is the first event associated with [AccidentNumber_ATL85LA001]?,LOSS_OF_ENGINE_POWER(TOTAL)_-_NONMECHANICAL
What is the aircraft issue that caused [AccidentNumber_CHI03LA190]?,___Unknown___AircraftIssue
What is the instrument flight rules approach associated with [AccidentNumber_DFW05LA116]?,___Unknown___InstrumentFlightRulesApproach
What caused [AccidentNumber_FTW84LA298]?,GOAROUND|DIRECTIONALCONTROL|LACKOFFAMILIARITYWITHGEOGRAPHICAREA
In which country did [AccidentNumber_SEA03LA182] occur?,OR
What is the lowest cloud condition associated with [AccidentNumber_NYC04LA063]?,Scattered / 25000 ft agl
What is the runway surface type associated with [AccidentNumber_CHI01LA255]?,Asphalt
What is the landing gear associated with [Registration_N4249C]?,Retractable-Tricycle
What is the Flight Crew associated with [AccidentNumber_ANC00LA023]?,PILOT_IN_COMMAND
What certificate does [Pilot_CHI05LA050] have?,Private
What is the seat occupancy associated with [Pilot_IAD02LA080]?,Left
What is the clearance associated with [AccidentNumber_FTW04FA052]?,IFR
What is the first event associated with [AccidentNumber_FTW88LA142]?,AIRFRAME/COMPONENT/SYSTEM_FAILURE/MALFUNCTION
What is the airport associated with [AccidentNumber_MIA03LA138]?,___Unknown___Airport
What are the conditions at the accident site associated with [AccidentNumber_DEN03LA027]?,Visual Conditions
What [instrument rating] does [Pilot_MIA03LA139] have?,Airplane
What is the seat occupancy associated with [Pilot_FTW03LA200]?,Front
What is the restraint used associated with [Pilot_CHI05LA064]?,"Seatbelt, Shoulder harness"
What is the restraint used associated with [Pilot_ATL04LA105]?,Seatbelt
What is the Flight Crew associated with [AccidentNumber_CHI83FA353]?,PILOT_IN_COMMAND
What is the restraint used associated with [Pilot_ATL01LA045]?,"Seatbelt, Shoulder harness"
What caused [AccidentNumber_ANC87LA092]?,UNSUITABLETERRAINORTAKEOFF/LANDING/TAXIAREA|AIRCRAFTHANDLING|TERRAINCONDITION
What is the second event associated with [AccidentNumber_NYC90LA045]?,FORCED_LANDING
What is the second event associated with [AccidentNumber_FTW85FA171]?,LOSS_OF_CONTROL_-_IN_FLIGHT
What is the runway surface type associated with [AccidentNumber_FTW01LA113]?,___Unknown___RunwaySurfaceType
What caused [AccidentNumber_ANC84FA080A]?,MANEUVER|LIGHTCONDITION|LOWPASS|VISUALLOOKOUT|JUDGMENT
In which country did [AccidentNumber_NYC02LA101] occur?,NJ
What is the aircraft issue that caused [AccidentNumber_DEN01LA109]?,___Unknown___AircraftIssue
What is the total injury associated with [AccidentNumber_ANC05FA039]?,2 Serious
What is the condition of light associated with [AccidentNumber_LAX05FA193]?,Night
Who was the responsible for maintainence and repair for the accident associated with [AccidentNumber_ATL83LA080]?,OTHER_MAINTENANCE_PERSONNEL
What is the seat occupancy associated with [Pilot_ATL03LA040]?,Left
What is the aircraft damage associated with [AccidentNumber_LAX03LA019]?,Substantial
What airspace is associated with [AccidentNumber_CHI03LA158]?,ClassG
What is the Flight Crew associated with [AccidentNumber_LAX92FA196]?,PILOT_IN_COMMAND
What is the Flight Crew associated with [AccidentNumber_DEN04LA020]?,PILOT_IN_COMMAND
What is the aircraft issue that caused [AccidentNumber_MIA05CA002]?,___Unknown___AircraftIssue
What is the landing gear associated with [Registration_N474BG]?,Tricycle
What is the aircraft damage associated with [AccidentNumber_FTW03LA069]?,Substantial
What aircraft category does [Registration_N4386W] belong to?,Airplane
What is the engine manufacturer associated with [Registration_N21072]?,Lycoming
What is the third event associated with [AccidentNumber_ATL01LA045]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What is the engine manufacturer associated with [Registration_N233TR]?,Lycoming
What airspace is associated with [AccidentNumber_SEA02LA049]?,ClassD
What is the first event associated with [AccidentNumber_CHI07CA128]?,LOSS_OF_CONTROL_-_ON_GROUND/WATER
What is the aircraft manufacturer associated with [Registration_N68778]?,Cessna
What does [Registration_N7448G] have in terms of an emergency locator transmitter?,"Installed, not activated"
What certificate does [Pilot_ATL01LA045] have?,Private
What is the Federal Aviation Regulation associated with [AccidentNumber_ATL03LA086]?,Part91GeneralAviation-Personal
What is the aircraft damage associated with [AccidentNumber_SEA04LA001]?,Substantial
In which country did [AccidentNumber_SEA04LA062] occur?,WA
What is the engine manufacturer associated with [Registration_N81685]?,Continental
What is the first event associated with [AccidentNumber_SEA00FA001]?,IN_FLIGHT_COLLISION_WITH_OBJECT_-_TREE(S)
What is the aircraft manufacturer associated with [Registration_N172DE]?,Cessna
What is the condition of light associated with [AccidentNumber_ATL02FA058]?,Day
What instructor rating does [Pilot_FTW04FA054] have?,Airplane Multi-engine; Airplane Single-engine; Instrument Airplane
What is the third event associated with [AccidentNumber_NYC04LA041]?,IN_FLIGHT_COLLISION_WITH_OBJECT_-_RESIDENCE
What is the runway surface type associated with [AccidentNumber_FTW04FA054]?,Asphalt
What is the third event associated with [AccidentNumber_FTW90LA150]?,NOSE_OVER
What are the conditions at the accident site associated with [AccidentNumber_MIA03CA103]?,Visual Conditions
What is the total injury associated with [AccidentNumber_FTW02LA029]?,1 None
What medical certification does [Pilot_ATL05CA123] have?,Class 2 With Waivers/Limitations
What caused [AccidentNumber_CHI05CA208]?,WEATHERCONDITION|FLIGHTPLANNING/DECISION|OBJECT|AIRSPEED|GOAROUND
What is the airplane rating associated with [Pilot_MIA03TA036]?,Single-engineLand
What is the runway surface type associated with [AccidentNumber_FTW02LA194]?,___Unknown___RunwaySurfaceType
What is the restraint used associated with [Pilot_LAX03LA019]?,"Seatbelt, Shoulder harness"
What is the second event associated with [AccidentNumber_LAX89LA031]?,NOSE_OVER
What flight plan was filed for [AccidentNumber_LAX04FA001]?,IFR
What is the Flight Crew associated with [AccidentNumber_LAX89LA142]?,PILOT_IN_COMMAND
What is the second event associated with [AccidentNumber_FTW82DA304]?,OVERRUN
What is the crew injury associated with [AccidentNumber_NYC05CA068]?,2 None
What is the aircraft damage associated with [AccidentNumber_IAD05LA050]?,Substantial
What is the condition of light associated with [AccidentNumber_SEA04FA031]?,Night/Dark
What [instrument rating] does [Pilot_CHI04CA250] have?,Airplane
What is the first event associated with [AccidentNumber_SEA90FA039]?,IN_FLIGHT_ENCOUNTER_WITH_WEATHER_-_CLOUDS
What is the third event associated with [AccidentNumber_ATL83FA081]?,AIRFRAME/COMPONENT/SYSTEM_FAILURE/MALFUNCTION
What environmental issue caused [AccidentNumber_FTW04LA070]?,___Unknown___EnvironmentalIssue
What is the first event associated with [AccidentNumber_CHI06LA074]?,IN_FLIGHT_ENCOUNTER_WITH_WEATHER_-_LOW_CEILING
What is the engine model associated with [Registration_N5507V]?,IO-360
What is the Visual Flight Rules approach associated with [AccidentNumber_LAX02LA074]?,FullStop
What is the runway surface type associated with [AccidentNumber_CHI05LA173]?,___Unknown___RunwaySurfaceType
What is the second event associated with [AccidentNumber_CHI92LA086]?,LOSS_OF_ENGINE_POWER(TOTAL)_-_NONMECHANICAL
What is the Federal Aviation Regulation associated with [AccidentNumber_SEA04LA048]?,Part91GeneralAviation-Personal
What is the second event associated with [AccidentNumber_CHI92LA139]?,FORCED_LANDING
What is the Flight Crew associated with [AccidentNumber_MIA98LA218]?,PILOT_IN_COMMAND
What is the engine manufacturer associated with [Registration_N7815Z]?,Continental
What does [Registration_N340AE] have in terms of an emergency locator transmitter?,"Installed, not activated"
What is the crew injury associated with [AccidentNumber_LAX05CA001]?,1 None
In which country did [AccidentNumber_LAX02LA036] occur?,AZ
What is the first event associated with [AccidentNumber_FTW01LA057]?,LOSS_OF_ENGINE_POWER
What is the third event associated with [AccidentNumber_SEA01LA124]?,GEAR_COLLAPSED
What is the third event associated with [AccidentNumber_ATL88LA027]?,NOSE_GEAR_COLLAPSED
What is the first event associated with [AccidentNumber_ANC97LA066]?,LOSS_OF_CONTROL_-_ON_GROUND/WATER
What medical certification does [Pilot_LAX02LA146] have?,Class 1 Valid Medical--w/ waivers/lim.
What is the first event associated with [AccidentNumber_ATL86FA239]?,IN_FLIGHT_ENCOUNTER_WITH_WEATHER_-_FOG
What engine is associated with [Registration_N3910F]?,1Reciprocating
What is the Visual Flight Rules approach associated with [AccidentNumber_LAX02LA221]?,FullStop;TrafficPattern
What airspace is associated with [AccidentNumber_SEA01LA164]?,ClassG
What is the first event associated with [AccidentNumber_DEN88LA117]?,LOSS_OF_ENGINE_POWER(TOTAL)_-_NONMECHANICAL
What airworthiness certificate does [Registration_N4269B] have?,Normal
What is the total injury associated with [AccidentNumber_IAD02LA080]?,"1 Serious, 1 Minor"
What is the fourth event associated with [AccidentNumber_ATL87LA202]?,NOSE_GEAR_COLLAPSED
What is the first event associated with [AccidentNumber_LAX01LA163]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What is the total injury associated with [AccidentNumber_CHI04LA026]?,1 Fatal
What caused [AccidentNumber_FTW04LA202A]?,VISUALLOOKOUT
What caused [AccidentNumber_ATL87LA014]?,GROUNDLOOP/SWERVE|REMEDIALACTION|DIRECTIONALCONTROL
What certificate does [Pilot_ATL05FA048] have?,Private
What is the engine manufacturer associated with [Registration_N735LX]?,Continental
What is the instrument flight rules approach associated with [AccidentNumber_SEA05CA003]?,___Unknown___InstrumentFlightRulesApproach
What engine is associated with [Registration_N75844]?,1Reciprocating
What passanger injury is associated with [AccidentNumber_IAD05LA030]?,1 None
What is the first event associated with [AccidentNumber_SEA93LA001]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What caused [AccidentNumber_CHI04LA187]?,ENGINEASSEMBLYCONNECTINGROD|OBJECT|GEAREXTENSION
What is the second event associated with [AccidentNumber_ATL03LA040]?,FORCED_LANDING
What is the second event associated with [AccidentNumber_MKC87LA100]?,FORCED_LANDING
What is the second event associated with [AccidentNumber_LAX97LA118]?,FORCED_LANDING
What is the third event associated with [AccidentNumber_LAX07TA001]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What is the condition of light associated with [AccidentNumber_LAX03LA103]?,Day
What is the aircraft issue that caused [AccidentNumber_IAD05LA071]?,___Unknown___AircraftIssue
What [instrument rating] does [Pilot_DFW05LA026] have?,Airplane
What is the aircraft damage associated with [AccidentNumber_NYC03GA094]?,Substantial
What airspace is associated with [AccidentNumber_CHI05CA040]?,ClassG
What caused [AccidentNumber_LAX84FUG02]?,ROTORRPM|IMPAIRMENTALCOHOL|JUDGMENT|FLIGHTPLANNING/DECISION
What is the second event associated with [AccidentNumber_DEN85LA234]?,HARD_LANDING
What is the first event associated with [AccidentNumber_LAX85LA394]?,IN_FLIGHT_ENCOUNTER_WITH_WEATHER_-_DOWNDRAFT
What is the first event associated with [AccidentNumber_LAX03LA081]?,LOSS_OF_CONTROL_-_IN_FLIGHT
What caused [AccidentNumber_MKC85LA205]?,WEATHERCONDITION|TERRAINCONDITION|CARBURETORHEAT
What is the aircraft damage associated with [AccidentNumber_ATL01LA101]?,Substantial
What is the first event associated with [AccidentNumber_CHI88FA090]?,IN_FLIGHT_COLLISION_WITH_OBJECT_-_TREE(S)
What engine is associated with [Registration_N95223]?,1Reciprocating
What [instrument rating] does [Pilot_ATL05LA001] have?,Airplane
What caused [AccidentNumber_ANC95LA124]?,ALTITUDE/CLEARANCE|WEATHERCONDITION|TERRAINCONDITION|WEATHEREVALUATION|FLIGHTINTOADVERSEWEATHER
What is the first event associated with [AccidentNumber_DEN02LA013]?,LOSS_OF_ENGINE_POWER
What airspace is associated with [AccidentNumber_FTW02LA137]?,ClassE
What engine is associated with [Registration_N997SA]?,1Reciprocating
What certificate does [Pilot_CHI04CA250] have?,AirlineTransport
What is the seat occupancy associated with [Pilot_CHI04CA250]?,___Unknown___SeatOccupied
What instructor rating does [Pilot_LAX04CA175] have?,___Unknown___InstructorRating
What is the airplane rating associated with [Pilot_DEN04LA144]?,Single-engineLand
What is the clearance associated with [AccidentNumber_NYC04LA063]?,IFR
What is the airport associated with [AccidentNumber_CHI03LA194]?,___Unknown___Airport
What is the runway surface condition associated with [AccidentNumber_LAX02LA245]?,Dry
What is the engine model associated with [Registration_N9XQ]?,IO-360
What caused [AccidentNumber_CHI97LA193]?,AIRCRAFTCONTROL|REASONFOROCCURRENCEUNDETERMINED
What is the aircraft damage associated with [AccidentNumber_IAD05LA051]?,Substantial
What caused [AccidentNumber_SEA83LA070]?,SUPERVISION|LACKOFFAMILIARITYWITHGEOGRAPHICAREA|STALL|AIRPORTFACILITIESRUNWAY/LANDINGAREACONDITION|OBJECT|AIRSPEED|LACKOFTOTALEXPERIENCEINTYPEOFAIRCRAFT|LACKOFTOTALEXPERIENCEINKINDOFAIRCRAFT|THROTTLE/POWERCONTROL|LANDINGGEARMAINGEAR
What is the Federal Aviation Regulation associated with [AccidentNumber_CHI05CA210]?,Part91GeneralAviation-Personal
What is the airplane rating associated with [Pilot_SEA04FA032]?,Single-engineLand
What is the Flight Crew associated with [AccidentNumber_FTW00FA001]?,PILOT_IN_COMMAND
What [instrument rating] does [Pilot_IAD03FA035] have?,Airplane
What is the Flight Crew associated with [AccidentNumber_NYC06FA048]?,PILOT_IN_COMMAND
What is the aircraft manufacturer associated with [Registration_N54550]?,Cessna
What is the engine manufacturer associated with [Registration_N499BA]?,Pratt&WhitneyCanada
What is the total injury associated with [AccidentNumber_CHI05LA067]?,1 None
What is the condition of light associated with [AccidentNumber_DEN05LA060]?,Day
What is the airplane rating associated with [Pilot_CHI01LA078]?,Multi-engineLand;Single-engineLand
What is the runway surface condition associated with [AccidentNumber_CHI03LA032]?,Dry
What is the seat occupancy associated with [Pilot_LAX05LA002]?,Rear
What engine is associated with [Registration_N8356F]?,1TurboShaft
What is the second event associated with [AccidentNumber_MKC84LA054]?,ON_GROUND/WATER_COLLISION_WITH_OBJECT_-___UNKOWN__OBJECT
What is the crew injury associated with [AccidentNumber_LAX05LA002]?,1 None
What caused [AccidentNumber_DEN06LA055]?,LACKOFFAMILIARITYWITHAIRCRAFT|WEATHERCONDITION|AIRCRAFTCONTROL|FLIGHTPLANNING/DECISION|LACKOFCERTIFICATION
What medical certification does [Pilot_LAX02LA076] have?,Class 3 Valid Medical--w/ waivers/lim.
What certificate does [Pilot_NYC02LA003] have?,Commercial
What is the aircraft damage associated with [AccidentNumber_IAD05LA022]?,Substantial
What is the restraint used associated with [Pilot_ATL04CA108]?,"Seatbelt, Shoulder harness"
What is the crew injury associated with [AccidentNumber_ANC03LA011]?,2 None
What is the Flight Crew associated with [AccidentNumber_FTW84LA217]?,PILOT_IN_COMMAND
What is the second event associated with [AccidentNumber_LAX91LA172]?,LOSS_OF_CONTROL_-_IN_FLIGHT
What caused [AccidentNumber_LAX98FA050]?,ALTITUDE/CLEARANCE|WEATHERCONDITION|TERRAINCONDITION|LIGHTCONDITION
What is the first event associated with [AccidentNumber_ANC86LA052]?,LOSS_OF_CONTROL_-_ON_GROUND/WATER
What is the engine manufacturer associated with [Registration_N26WF]?,Lycoming
What caused [AccidentNumber_LAX88LA147]?,AIRCRAFTPREFLIGHT|FUELSUPPLY|FLUIDFUEL|TERRAINCONDITION|BECAMELOST/DISORIENTED
What is the aircraft issue that caused [AccidentNumber_CHI04LA124]?,___Unknown___AircraftIssue
What caused [AccidentNumber_NYC98LA120]?,GOAROUND|DIVERTEDATTENTION|FLIGHTPLANNING/DECISION
What caused [AccidentNumber_ATL04CA172]?,DISTANCE/SPEED|AIRPORTFACILITIESRUNWAY/LANDINGAREACONDITION
What caused [AccidentNumber_DEN88LA046]?,ENGINEASSEMBLYCONNECTINGROD|ALTITUDE|FLARE
What is the aircraft manufacturer associated with [Registration_N62269]?,Hughes
What is the Flight Crew associated with [AccidentNumber_CHI92LA039]?,PILOT_IN_COMMAND
What certificate does [Pilot_FTW04LA087] have?,Private
What is the lowest ceiling associated with [AccidentNumber_DFW05CA177]?,___Unknown___LowestCeiling
What environmental issue caused [AccidentNumber_ANC03LA017]?,___Unknown___EnvironmentalIssue
What is the third event associated with [AccidentNumber_IAD98LA065]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What is the second event associated with [AccidentNumber_FTW86FPA13]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What is the landing gear associated with [Registration_N3738Y]?,Retractable-Tricycle
What is the condition of light associated with [AccidentNumber_LAX04LA084]?,Day
What is the Federal Aviation Regulation associated with [AccidentNumber_NYC02LA070]?,Part91GeneralAviation-Instructional
What [instrument rating] does [Pilot_ANC01LA028] have?,Airplane
What is the crew injury associated with [AccidentNumber_ATL02FA008]?,1 Fatal
What is the second event associated with [AccidentNumber_BFO94LA001]?,FORCED_LANDING
What is the aircraft issue that caused [AccidentNumber_LAX03LA146]?,___Unknown___AircraftIssue
What is the runway surface type associated with [AccidentNumber_DEN04LA144]?,Dirt
What airworthiness certificate does [Registration_N83W] have?,Experimental
What is the aircraft issue that caused [AccidentNumber_CHI04LA097]?,___Unknown___AircraftIssue
What is the second event associated with [AccidentNumber_ATL89DMG01]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What is the aircraft manufacturer associated with [Registration_N589UA]?,Boeing
What is the landing gear associated with [Registration_N68714]?,Tricycle
What is the instrument flight rules approach associated with [AccidentNumber_ANC05CA115]?,___Unknown___InstrumentFlightRulesApproach
What is the Flight Crew associated with [AccidentNumber_CHI03LA243]?,PILOT_IN_COMMAND
What flight plan was filed for [AccidentNumber_LAX04CA236]?,VFR
What is the Flight Crew associated with [AccidentNumber_ANC01LA017]?,PILOT_IN_COMMAND
What aircraft category does [Registration_N9226L] belong to?,Airplane
What is the second event associated with [AccidentNumber_FTW86LA159]?,FORCED_LANDING
What caused [AccidentNumber_SEA96LA108]?,WEATHERCONDITION|ABORTEDTAKEOFF|BRAKESNORMAL|AIRPORTFACILITIESRUNWAY/LANDINGAREACONDITION|AIRCRAFTWEIGHTANDBALANCE
What airworthiness certificate does [Registration_N2938J] have?,Normal
What is the restraint used associated with [Pilot_MIA03LA139]?,"Seatbelt, Shoulder harness"
What is the restraint used associated with [Pilot_SEA04LA178]?,"Seatbelt, Shoulder harness"
What is the first event associated with [AccidentNumber_LAX96LA002]?,LOSS_OF_ENGINE_POWER(TOTAL)_-_NONMECHANICAL
What passanger injury is associated with [AccidentNumber_NYC04FA136]?,1 Fatal
What is the aircraft damage associated with [AccidentNumber_ANC05CA054]?,Substantial
What is the lowest cloud condition associated with [AccidentNumber_NYC05CA068]?,___Unknown___LowestCloudCondition
What is the first event associated with [AccidentNumber_SEA02TA022]?,LOSS_OF_ENGINE_POWER
What is the second event associated with [AccidentNumber_MKC90FA057]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What is the Federal Aviation Regulation associated with [AccidentNumber_ATL03FA052]?,Part91GeneralAviation-Personal
What is the crew injury associated with [AccidentNumber_NYC04FA100]?,1 Fatal
What does [Registration_N3248T] have in terms of an emergency locator transmitter?,"Installed, not activated"
What passanger injury is associated with [AccidentNumber_NYC02FA152]?,3 Fatal
What is the Flight Crew associated with [AccidentNumber_DEN86LA036]?,PILOT_IN_COMMAND
What is the Federal Aviation Regulation associated with [AccidentNumber_SEA04LA063B]?,Part91GeneralAviation-Personal
What caused [AccidentNumber_DEN05LA019]?,WEATHERCONDITION|TERRAINCONDITION|FUELSYSTEMCARBURETOR
What is the instrument flight rules approach associated with [AccidentNumber_FTW02FA087]?,ILS
What is the Flight Crew associated with [AccidentNumber_ANC86LA119]?,PILOT_IN_COMMAND
What is the first event associated with [AccidentNumber_NYC99LA191]?,LOSS_OF_CONTROL_-_ON_GROUND/WATER
What is the restraint used associated with [Pilot_FTW02LA110]?,"Seatbelt, Shoulder harness"
What is the lowest cloud condition associated with [AccidentNumber_CHI03LA190]?,Clear
What caused [AccidentNumber_SEA90FA039]?,OBJECT|STALL/SPIN|FLIGHTINTOKNOWNADVERSEWEATHER|WEATHERCONDITION|FLIGHTPLANNING/DECISION
What engine is associated with [Registration_N8212D]?,2Reciprocating
What caused [AccidentNumber_NYC92LA070]?,COMPENSATIONFORWINDCONDITIONS|DIRECTIONALCONTROL|TERRAINCONDITION|WEATHERCONDITION
What is the Federal Aviation Regulation associated with [AccidentNumber_ATL01LA063A]?,Part137Agricultural
What is the first event associated with [AccidentNumber_FTW87LA012]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What is the condition of light associated with [AccidentNumber_ATL01LA063A]?,Day
What is the Flight Crew associated with [AccidentNumber_NYC02LA101]?,PILOT_IN_COMMAND
What is the third event associated with [AccidentNumber_ANC97FA002]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What is the first event associated with [AccidentNumber_IAD96LA142]?,LOSS_OF_CONTROL_-_IN_FLIGHT
What caused [AccidentNumber_CHI84LA276]?,MANEUVER|OBJECT|PREFLIGHTPLANNING/PREPARATION|REMEDIALACTION
What is the third event associated with [AccidentNumber_ANC01LA141]?,ON_GROUND/WATER_COLLISION_WITH_OBJECT_-_TREE(S)
What is the runway surface condition associated with [AccidentNumber_MIA05LA001]?,___Unknown___RunwaySurfaceCondition
What is the landing gear associated with [Registration_N46773]?,Tailwheel
What is the first event associated with [AccidentNumber_ATL93LA067]?,LOSS_OF_CONTROL_-_IN_FLIGHT
What is the runway surface condition associated with [AccidentNumber_LAX04LA254]?,Dry
What is the seat occupancy associated with [Pilot_CHI03LA032]?,Left
What does [Registration_N4089W] have in terms of an emergency locator transmitter?,"Installed, not activated"
What is the condition of light associated with [AccidentNumber_SEA02LA049]?,Dawn
What caused [AccidentNumber_ATL82DA118]?,TERRAINCONDITION|POWERPLANTCONTROLS
What environmental issue caused [AccidentNumber_ANC02LA089]?,___Unknown___EnvironmentalIssue
What caused [AccidentNumber_ANC90LA160]?,FLUIDFUEL|PREFLIGHTPLANNING/PREPARATION
What medical certification does [Pilot_NYC03LA060] have?,Class 3 Valid Medical--w/ waivers/lim.
What are the conditions at the accident site associated with [AccidentNumber_NYC04FA137]?,Visual Conditions
What is the Flight Crew associated with [AccidentNumber_LAX03LA122]?,PILOT_IN_COMMAND
What is the aircraft issue that caused [AccidentNumber_ATL05TA055]?,___Unknown___AircraftIssue
In which country did [AccidentNumber_DEN03LA119] occur?,NM
What is the seat occupancy associated with [Pilot_CHI02LA057]?,Left
What is the first event associated with [AccidentNumber_MIA88FA001]?,IN_FLIGHT_ENCOUNTER_WITH_WEATHER_-_THUNDERSTORM
What is the runway surface condition associated with [AccidentNumber_ANC04LA018]?,___Unknown___RunwaySurfaceCondition
What is the first event associated with [AccidentNumber_CHI86FEC02]?,LOSS_OF_ENGINE_POWER(PARTIAL)_-_NONMECHANICAL
What is the Flight Crew associated with [AccidentNumber_LAX90LA046]?,PILOT_IN_COMMAND
What was the result of the last inspection for [Registration_N81685]?,Annual
What caused [AccidentNumber_MIA87FA019]?,REASONFOROCCURRENCEUNDETERMINED|OBJECT|FLUIDFUEL
What airspace is associated with [AccidentNumber_LAX03LA018]?,ClassE
What is the Visual Flight Rules approach associated with [AccidentNumber_LAX05CA153]?,FullStop
